surface	normalized	reading	partOfSpeech	type	count	sources
不正	不正	フセイ	名詞,普通名詞,形状詞可能	japanese	4	Tracker/Design/DebugHost/debug-host-maintainability-design.md:2; Tracker/Design/RuntimeHost/runtime-host-plan.md:1; Tracker/Design/tasks-status.md:1
不変	不変	フヘン	名詞,普通名詞,一般	japanese	4	Tracker/Design/tasks-status.md:2; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
付与	付与	フヨ	名詞,普通名詞,サ変可能	japanese	4	Tracker/Design/Core/tracker-history-000-038.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
分類	分類	ブンルイ	名詞,普通名詞,サ変可能	japanese	4	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; feedback-points/feedback-points.md:1
ベース	ベース	ベース	名詞,普通名詞,一般	katakana	4	Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Tracker.CaptureReplay/README.md:1
補正	補正	ホセイ	名詞,普通名詞,サ変可能	japanese	4	Tracker/Design/Core/tracker-architecture-plan.md:3; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
間引き	間引き	マビキ	名詞,普通名詞,サ変可能	japanese	4	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:3; Tracker/Design/Core/tracker-architecture-plan.md:1
明記	明記	メイキ	名詞,普通名詞,サ変可能	japanese	4	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:3; Tracker/Design/Core/tracker-core-engine-detail-design.md:1
メタ	メタ	メタ	名詞,普通名詞,一般	katakana	4	Tracker/Design/Core/tracker-architecture-plan.md:4
文言	文言	モンゴン	名詞,普通名詞,一般	japanese	4	feedback-points/feedback-points.md:2; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1; Tracker/Design/tasks-status.md:1
役割	役割	ヤクワリ	名詞,普通名詞,一般	japanese	4	Tracker/Design/Core/tracker-architecture-plan.md:3; AGENTS.md:1
ラベル	ラベル	ラベル	名詞,普通名詞,一般	katakana	4	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:3; Tracker/Design/Core/tracker-architecture-plan.md:1
利用	利用	リヨウ	名詞,普通名詞,サ変可能	japanese	4	Tracker/Tracker.DebugHost/README.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Tracker.CaptureReplay/README.md:1
列挙	列挙	レッキョ	名詞,普通名詞,サ変可能	japanese	4	tools/lint/README.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Design/tasks-status.md:1
閾値	閾値	イキチ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
一度	一度	イチド	名詞,普通名詞,副詞可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; Tracker/Tracker.DebugHost/README.md:1
一部	一部	イチブ	名詞,普通名詞,副詞可能	japanese	3	Tracker/Design/Archive/Core/phases-status.md:1; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
一定	一定	イッテイ	名詞,普通名詞,サ変形状詞可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
引用符	引用符	インヨウフ	名詞,普通名詞,一般	japanese	3	tools/lint/README.md:3
英語	英語	エイゴ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:2; tools/lint/README.md:1
英字	英字	エイジ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/tasks-status.md:1; tools/lint/README.md:1
置き場	置き場	オキバ	名詞,普通名詞,一般	japanese	3	tools/lint/README.md:3
折り畳み	折り畳み	オリタタミ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Archive/Core/tasks-status.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
回帰	回帰	カイキ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:2; Tracker/Tracker.DebugHost/README.md:1
解消	解消	カイショウ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Archive/Core/tasks-status.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
カウンタ	カウンター	カウンタ	名詞,普通名詞,一般	katakana	3	Tracker/Tracker.DebugHost/README.md:3
角度	角度	カクド	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/Core/tracker-history-000-038.md:1
過去	過去	カコ	名詞,普通名詞,副詞可能	japanese	3	Tracker/Design/Archive/Core/phases-status.md:1; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
可視化	可視化	カシカ	名詞,普通名詞,一般	japanese	3	README.md:1; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
過剰	過剰	カジョウ	名詞,普通名詞,形状詞可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
課題	課題	カダイ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Archive/DebugHost/tasks-status.md:3
記号	記号	キゴウ	名詞,普通名詞,一般	japanese	3	AGENTS.md:1; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; tools/lint/README.md:1
既知	既知	キチ	名詞,普通名詞,一般	japanese	3	Tracker/Design/tasks-status.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1
局所	局所	キョクショ	名詞,普通名詞,一般	japanese	3	Tracker/Design/DebugHost/debug-host-maintainability-design.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1
行数	行数	ギョウスウ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-core-engine-detail-design.md:2; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
具体的	具体的	グタイテキ	名詞,普通名詞,形状詞可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/tasks-status.md:1; tools/lint/README.md:1
形状	形状	ケイジョウ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Archive/DebugHost/tasks-status.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
系統	系統	ケイトウ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
結合	結合	ケツゴウ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/Core/tracker-core-engine-detail-design.md:1
現時点	現時点	ゲンジテン	名詞,普通名詞,一般	japanese	3	tools/lint/README.md:2; Tracker/Design/tasks-status.md:1
原則	原則	ゲンソク	名詞,普通名詞,副詞可能	japanese	3	Tracker/Design/Core/tracker-test-maintainability-detail-design.md:2; Tracker/Design/Core/tracker-core-engine-detail-design.md:1
降順	降順	コウジュン	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-core-engine-detail-design.md:2; Tracker/Design/tasks-status.md:1
個数	個数	コスウ	名詞,普通名詞,一般	japanese	3	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:3
再構成	再構成	サイコウセイ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Tracker.DebugHost/README.md:1
最後	最後	サイゴ	名詞,普通名詞,一般	japanese	3	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1
最終的	最終的	サイシュウテキ	名詞,普通名詞,形状詞可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/tasks-status.md:1; tools/lint/README.md:1
最優先	最優先	サイユウセン	名詞,普通名詞,一般	japanese	3	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1
撮影	撮影	サツエイ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Archive/DebugHost/tasks-status.md:3
参考	参考	サンコウ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
写像	写像	シャゾウ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:3
種別	種別	シュベツ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
昇順	昇順	ショウジュン	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/Core/tracker-core-engine-detail-design.md:1
消費	消費	ショウヒ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
初期化	初期化	ショキカ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Archive/DebugHost/tasks-status.md:1; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/Core/tracker-core-engine-detail-design.md:1
初版	初版	ショハン	名詞,普通名詞,一般	japanese	3	Tracker/Design/phases-status.md:1; Tracker/Design/tasks-status.md:1; tools/lint/README.md:1
信用	信用	シンヨウ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Tracker.DebugHost/README.md:3
次回	次回	ジカイ	名詞,普通名詞,副詞可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/tasks-status.md:1; feedback-points/feedback-points.md:1
事後	事後	ジゴ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
事前	事前	ジゼン	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Tracker.DebugHost/README.md:1; feedback-points/feedback-points.md:1
受信器	受信器	ジュシンキ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Archive/DebugHost/tasks-status.md:2; Tracker/Design/Archive/Core/tasks-status.md:1
寿命	寿命	ジュミョウ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/Core/tracker-history-000-038.md:1
準拠	準拠	ジュンキョ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-history-000-038.md:3
スコープ	スコープ	スコープ	名詞,普通名詞,一般	katakana	3	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/RuntimeHost/runtime-host-plan.md:1
制限	制限	セイゲン	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Tracker.DebugHost/README.md:1
整合	整合	セイゴウ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
整備	整備	セイビ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/tasks-status.md:2; Tracker/Design/phases-status.md:1
世代	世代	セダイ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
遷移	遷移	センイ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
送信元	送信元	ソウシンモト	名詞,普通名詞,一般	japanese	3	Tracker/Tracker.DebugHost/README.md:2; README.md:1
その後	その後	ソノアト	名詞,普通名詞,副詞可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
ソースコード	ソースコード	ソースコード	名詞,普通名詞,一般	katakana	3	Tracker/Design/tasks-status.md:3
対照	対照	タイショウ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Tracker.CaptureReplay/README.md:2; Tracker/Design/tasks-status.md:1
タイミング	タイミング	タイミング	名詞,普通名詞,一般	katakana	3	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1
単調	単調	タンチョウ	名詞,普通名詞,形状詞可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
着信	着信	チャクシン	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Tracker.DebugHost/README.md:1
注意点	注意点	チュウイテン	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1; Tracker/Tracker.DebugHost/README.md:1
中心	中心	チュウシン	名詞,普通名詞,一般	japanese	3	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; README.md:1
長時間	長時間	チョウジカン	名詞,普通名詞,副詞可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
直接	直接	チョクセツ	名詞,普通名詞,サ変形状詞可能	japanese	3	Tracker/Design/tasks-status.md:2; feedback-points/feedback-points.md:1
提供	提供	テイキョウ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/phases-status.md:1; Tracker/Design/tasks-status.md:1
手書き	手書き	テガキ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1; Tracker/Tracker.DebugHost/README.md:1
統一	統一	トウイツ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/tasks-status.md:1; tools/lint/README.md:1
当時	当時	トウジ	名詞,普通名詞,副詞可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; Tracker/Tracker.DebugHost/README.md:1
等速	等速	トウソク	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
特定	特定	トクテイ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
動作	動作	ドウサ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-history-000-038.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
ドラッグ	ドラッグ	ドラッグ	名詞,普通名詞,一般	katakana	3	Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
判別	判別	ハンベツ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
比例	比例	ヒレイ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Tracker.DebugHost/README.md:1
微調整	微調整	ビチョウセイ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
フォルダ	フォルダー	フォルダ	名詞,普通名詞,一般	katakana	3	Tracker/Design/Core/tracker-history-000-038.md:2; Tracker/Design/Core/tracker-core-engine-detail-design.md:1
不採用	不採用	フサイヨウ	名詞,普通名詞,一般	japanese	3	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:3
ブラウザ	ブラウザ	ブラウザ	名詞,普通名詞,一般	katakana	3	Tracker/Tracker.DebugHost/README.md:3
分岐	分岐	ブンキ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:3
分散	分散	ブンサン	名詞,普通名詞,サ変可能	japanese	3	Tracker/Tracker.DebugHost/README.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1
文章	文章	ブンショウ	名詞,普通名詞,一般	japanese	3	tools/lint/README.md:2; Tracker/Design/tasks-status.md:1
方法	方法	ホウホウ	名詞,普通名詞,一般	japanese	3	Tracker/Tracker.DebugHost/README.md:2; Tracker/Design/tasks-status.md:1
保管	保管	ホカン	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/tasks-status.md:2; Tracker/Design/Archive/DebugHost/tasks-status.md:1
保護	保護	ホゴ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
保証	保証	ホショウ	名詞,普通名詞,サ変可能	japanese	3	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Tracker.DebugHost/README.md:1
本文	本文	ホンブン	名詞,普通名詞,一般	japanese	3	Tracker/Design/Archive/Core/tasks-status.md:1; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; feedback-points/feedback-points.md:1
前処理	前処理	マエショリ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:3
末尾	末尾	マツビ	名詞,普通名詞,一般	japanese	3	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/Archive/DebugHost/tasks-status.md:1
右側	右側	ミギガワ	名詞,普通名詞,一般	japanese	3	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Tracker.DebugHost/README.md:1
見た目	見た目	ミタメ	名詞,普通名詞,一般	japanese	3	Tracker/Design/Archive/DebugHost/tasks-status.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1
無理	無理	ムリ	名詞,普通名詞,形状詞可能	japanese	3	Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
